"","rank","team","conf","rec","adj_o","adj_o_rk","adj_d","adj_d_rk","barthag","proj_rec","proj_conf_rec","wab","wab_rk","cur_rk","change","date","record","adj_tempo","adj_tempo_rk","proj_record","proj_conf_record"
"45486",111,"Duquesne","A10",NA,108.003041944207,111,102.336004547265,128,0.65017875996594,NA,NA,-5.79523710874166,131,NA,NA,"2023-03-15","20-12",68.1372563536172,140,"20.8-12.2","10-8"
"45487",112,"Princeton","Ivy",NA,108.747252291476,101,103.068679859428,146,0.649480094084298,NA,NA,-3.22329073807021,100,NA,NA,"2023-03-15","21-8",67.4817202074712,168,"21.1-8.9","10-4"
"45488",113,"Mississippi","SEC",NA,106.557243226562,133,101.148341472916,106,0.645446470308373,NA,NA,-8.18131909922832,176,NA,NA,"2023-03-15","12-21",66.0736830621498,247,"12-21","3-15"
"45489",114,"Cal St. Fullerton","BW",NA,104.277210848115,172,99.105527152716,73,0.642211975828261,NA,NA,-5.82603211518448,132,NA,NA,"2023-03-15","20-13",64.7776790821226,307,"20-13","12-6"
"45490",115,"James Madison","SB",NA,105.579745816207,156,100.408325460743,92,0.640502635350162,NA,NA,-4.5189195079992,116,NA,NA,"2023-03-15","22-11",70.5198467221204,35,"22-11","12-6"
"45491",116,"Southern Utah","WAC",NA,109.845044914236,84,104.512054022075,175,0.639301829103044,NA,NA,-3.54155352877835,105,NA,NA,"2023-03-15","22-12",71.7507423494137,18,"22.8-12.2","12-6"
"45492",117,"Grand Canyon","WAC",NA,111.952860929761,53,106.65955992905,223,0.635760874118775,NA,NA,-3.49721048825958,104,NA,NA,"2023-03-15","24-11",65.0402044022491,299,"24.1-11.9","10-7"
"45493",118,"Kennesaw St.","ASun",NA,106.33658869388,137,101.385167197937,109,0.633752745180437,NA,NA,-1.26809224922705,69,NA,NA,"2023-03-15","26-8",68.5625156397214,120,"26.2-8.8","15-3"
"45494",119,"UC Santa Barbara","BW",NA,110.824425960257,64,106.212078678739,208,0.619837293772601,NA,NA,-1.2793749247452,71,NA,NA,"2023-03-15","27-7",64.6797362969503,311,"27.1-7.9","15-5"
"45495",120,"Charlotte","CUSA",NA,107.058875684721,128,102.61772827698,138,0.619454729078443,NA,NA,-6.82551333173207,152,NA,NA,"2023-03-15","18-14",60.4735268909556,362,"18.8-14.2","9-11"
"45496",121,"UMass Lowell","AE",NA,107.933598155321,112,103.460789524307,156,0.619333531455864,NA,NA,-4.09415308465526,111,NA,NA,"2023-03-15","26-8",68.682348451261,114,"26-8","11-5"
"45497",122,"Penn","Ivy",NA,109.809945254189,86,105.390280297604,193,0.615958245283093,NA,NA,-6.17697127886005,144,NA,NA,"2023-03-15","17-13",66.9307239329608,196,"17-13","9-5"
"45498",123,"Belmont","MVC",NA,110.682019170295,65,106.454930810556,219,0.610117560611772,NA,NA,-4.77121751800904,121,NA,NA,"2023-03-15","21-11",68.4492478145343,128,"21-11","14-6"
"45499",124,"Loyola Marymount","WCC",NA,108.249190382841,106,104.176652605939,169,0.608497341611572,NA,NA,-2.61536605754806,89,NA,NA,"2023-03-15","19-12",67.255209768848,179,"19-12","9-7"
"45500",125,"Eastern Washington","BSky",NA,111.134699587156,60,107.062716004092,231,0.605700314582164,NA,NA,-3.95455990743298,110,NA,NA,"2023-03-15","23-10",68.6742571033821,115,"23-10","16-2"
"45501",126,"Tarleton St.","WAC",NA,104.218770646293,174,100.41393790221,93,0.605324118208159,NA,NA,-7.3893432877853,162,NA,NA,"2023-03-15","17-16",66.642823847239,212,"17.6-16.4","8-9"
"45502",127,"Towson","CAA",NA,108.004236867603,110,104.225048321954,170,0.600993556175171,NA,NA,-5.89250570837918,135,NA,NA,"2023-03-15","21-12",64.7443334329043,308,"21-12","12-6"
"45503",128,"Middle Tennessee","CUSA",NA,105.751597009614,150,102.277467841078,124,0.594871365144915,NA,NA,-5.60664870913813,128,NA,NA,"2023-03-15","19-14",66.9083193109509,197,"19-14","11-9"
"45504",129,"Davidson","A10",NA,107.396366863941,122,104.108015362461,167,0.588464161000041,NA,NA,-8.24165626993202,179,NA,NA,"2023-03-15","16-16",65.2856925100779,285,"16-16","8-10"
"45505",130,"Fresno St.","MWC",NA,103.520584310039,195,100.526516697059,97,0.583586213777526,NA,NA,-9.95124832677997,212,NA,NA,"2023-03-15","11-20",64.0963741177575,329,"11-20","6-12"
"45506",131,"Butler","BE",NA,100.392333272988,261,97.5149296281065,49,0.582835424471616,NA,NA,-4.76582203267182,120,NA,NA,"2023-03-15","14-18",65.7332819753787,267,"14-18","6-14"
"45507",132,"South Florida","Amer",NA,106.026673644119,147,103.207768559794,149,0.576857336411542,NA,NA,-8.90160454319313,188,NA,NA,"2023-03-15","14-18",68.3517281758887,132,"14-18","7-11"
"45508",133,"Syracuse","ACC",NA,109.007993540014,96,106.180566193175,207,0.574985448226928,NA,NA,-5.94114684218022,138,NA,NA,"2023-03-15","17-15",67.3087884423366,175,"17-15","10-10"
"45509",134,"Stephen F. Austin","WAC",NA,104.454494578068,167,101.763335024532,117,0.574483810969297,NA,NA,-6.76477168595224,151,NA,NA,"2023-03-15","19-13",69.2469117536403,80,"19-13","11-7"
"45510",135,"Hawaii","BW",NA,101.054449262956,248,98.5293312334124,67,0.57224330345321,NA,NA,-5.54365953553279,126,NA,NA,"2023-03-15","22-11",64.5957392833419,314,"22-11","13-7"
"45511",136,"Utah Tech","WAC",NA,107.873686769797,114,105.183476171671,190,0.572101332484255,NA,NA,-10.7594811055029,234,NA,NA,"2023-03-15","14-19",68.7409041642413,111,"14-19","5-13"
"45512",137,"Air Force","MWC",NA,105.811213357068,149,103.322033949114,152,0.568017520011861,NA,NA,-9.06517110145323,191,NA,NA,"2023-03-15","14-18",63.1082365742585,346,"14-18","5-13"
"45513",138,"Ohio","MAC",NA,109.822366248494,85,107.308238463644,239,0.566190719722157,NA,NA,-7.44682352453074,164,NA,NA,"2023-03-15","19-14",68.2053054644897,133,"19-14","10-8"
"45514",139,"Samford","SC",NA,108.090024236979,109,105.810363169683,202,0.560978374350325,NA,NA,-5.91594839236823,136,NA,NA,"2023-03-15","21-11",68.0186461297218,148,"22-10","15-3"
"45515",140,"Southern Illinois","MVC",NA,100.329089055626,265,98.4132203848089,64,0.555205524289036,NA,NA,-3.17270436577368,99,NA,NA,"2023-03-15","23-10",63.8432654536244,334,"23-10","14-6"
"45516",141,"Notre Dame","ACC",NA,108.620187391572,102,106.677550015302,224,0.55169839053455,NA,NA,-11.8677738516793,253,NA,NA,"2023-03-15","11-21",64.8193392707089,306,"11-21","3-17"
"45517",142,"Eastern Kentucky","ASun",NA,103.354431212798,199,101.604660109735,114,0.548932809243884,NA,NA,-6.21135058447288,145,NA,NA,"2023-03-15","20-13",70.2092159419562,40,"20.5-13.5","12-6"
"45518",143,"DePaul","BE",NA,106.673791689136,130,104.930026423727,183,0.547243789386105,NA,NA,-9.05303983713462,190,NA,NA,"2023-03-15","10-23",68.8011262415689,104,"10-23","3-17"
"45519",144,"Missouri St.","MVC",NA,104.173262264221,176,102.483031960473,131,0.546891771350871,NA,NA,-7.7852029363356,170,NA,NA,"2023-03-15","17-15",62.0696138111582,357,"17-15","12-8"
"45520",145,"Wyoming","MWC",NA,107.215834256835,125,105.558236726495,199,0.544676301625407,NA,NA,-11.3226829742275,240,NA,NA,"2023-03-15","9-22",65.6597030794882,270,"9-22","4-14"
"45521",146,"Portland","WCC",NA,110.115449162333,78,108.47645278573,266,0.543007618879181,NA,NA,-9.02951603870395,189,NA,NA,"2023-03-15","14-19",69.3233346137587,77,"14-19","5-11"
"45522",147,"LSU","SEC",NA,106.03179016256,146,104.505654363428,174,0.541584827446939,NA,NA,-6.95152045079546,155,NA,NA,"2023-03-15","14-19",65.8699511127459,261,"14-19","2-16"
"45523",148,"Fordham","A10",NA,102.025660444799,226,100.563727601049,98,0.541399082153562,NA,NA,-1.84104937005139,78,NA,NA,"2023-03-15","25-8",69.5873657710734,62,"25-8","12-6"
"45524",149,"Long Beach St.","BW",NA,105.292946311188,158,103.818175114412,164,0.540464272104291,NA,NA,-8.5587453299244,184,NA,NA,"2023-03-15","17-16",73.0518137094107,2,"17-16","11-9"
"45525",150,"Troy","SB",NA,102.80521652292,211,101.468534573659,110,0.537555267099944,NA,NA,-5.98789434775719,139,NA,NA,"2023-03-15","20-13",67.8378377793877,154,"20-13","11-7"
"45526",151,"Georgia Tech","ACC",NA,104.047518278279,178,102.740976498573,140,0.536266629315499,NA,NA,-8.40547750121664,181,NA,NA,"2023-03-15","15-18",66.6063279605365,215,"15-18","6-14"
"45527",152,"Cal Baptist","WAC",NA,103.196570608346,203,101.9597174433,119,0.534610774326543,NA,NA,-9.52185015655859,201,NA,NA,"2023-03-15","17-16",64.1117822823025,328,"17-16","7-10"
"45528",153,"Appalachian St.","SB",NA,101.512133860917,236,100.329223525313,90,0.533647871447811,NA,NA,-10.0396723195677,217,NA,NA,"2023-03-15","16-16",65.1411274449459,293,"16-16","9-9"
"45529",154,"Youngstown St.","Horz",NA,110.501940143569,66,109.214878760485,279,0.533631985091995,NA,NA,-5.24517022502276,124,NA,NA,"2023-03-15","24-10",68.1094671372085,143,"24-10","15-5"
"45530",155,"SMU","Amer",NA,103.524986670657,194,102.561120789383,135,0.526867075176541,NA,NA,-10.0528029350026,219,NA,NA,"2023-03-15","10-22",69.4742932469753,69,"10-22","5-13"
"45531",156,"Georgia","SEC",NA,103.833670460474,182,102.949616045783,142,0.524563164325885,NA,NA,-5.39737878059674,125,NA,NA,"2023-03-15","16-16",67.6740426749012,159,"16-16","6-12"
"45532",157,"Northern Kentucky","Horz",NA,103.130402609909,204,102.254244840258,122,0.524509621399469,NA,NA,-6.51683153215504,149,NA,NA,"2023-03-15","22-12",61.9205979655113,359,"22-13","14-6"
"45533",158,"Seattle","WAC",NA,100.330066316903,264,99.5144035450512,79,0.523451465770499,NA,NA,-4.62150445098944,118,NA,NA,"2023-03-15","20-12",68.9764686958923,95,"20-12","11-7"
"45534",159,"UC Riverside","BW",NA,106.174970137972,140,105.409483299073,195,0.520790896723066,NA,NA,-4.40238510179463,115,NA,NA,"2023-03-15","22-12",66.9406013079764,195,"22-12","14-6"
"45535",160,"Montana","BSky",NA,108.10571935704,108,107.434892121421,242,0.517888150056738,NA,NA,-7.61450322071632,166,NA,NA,"2023-03-15","17-14",63.6622770790162,338,"17-14","10-7"
"45536",161,"George Mason","A10",NA,100.983893496738,250,100.488013097201,96,0.514148656692719,NA,NA,-5.8360026763951,133,NA,NA,"2023-03-15","20-13",66.4055682096029,223,"20-13","11-7"
"45537",162,"Pacific","WCC",NA,107.666814403752,116,107.141192847878,235,0.51406620044475,NA,NA,-9.92592548825731,211,NA,NA,"2023-03-15","15-18",69.7761723444841,52,"16-17","7-9"
"45538",163,"Longwood","BSth",NA,103.66939356641,188,103.177061877052,148,0.513682640881647,NA,NA,-7.65042628916825,167,NA,NA,"2023-03-15","20-12",66.0455627802987,248,"20-12","12-6"
"45539",164,"UNC Wilmington","CAA",NA,101.458504385924,239,101.002321203764,103,0.512952979073237,NA,NA,-2.88722979930839,92,NA,NA,"2023-03-15","24-10",65.2602874599446,286,"24-10","12-6"
"45540",165,"UC Davis","BW",NA,103.534081392237,193,103.219804126565,150,0.50873943249414,NA,NA,-8.21115604288602,177,NA,NA,"2023-03-15","18-14",70.5968808448596,33,"18-14","11-8"
"45541",166,"Cleveland St.","Horz",NA,104.337211124036,171,104.117927925801,168,0.506048386986323,NA,NA,-8.13452126330735,175,NA,NA,"2023-03-15","21-13",65.6705166714185,269,"22.5-12.5","14-6"
"45542",167,"Brown","Ivy",NA,100.509791654298,257,100.342789638613,91,0.504780782706743,NA,NA,-7.32722331416206,161,NA,NA,"2023-03-15","14-13",69.3846133562391,72,"14-13","7-7"
"45543",168,"Richmond","A10",NA,102.497302282736,218,102.334374505591,127,0.504573554257181,NA,NA,-10.514880166,230,NA,NA,"2023-03-15","15-18",65.3608279391542,282,"15-18","7-11"
"45544",169,"Boston College","ACC",NA,102.626126554776,215,102.515363322481,133,0.503104591192275,NA,NA,-6.91030200543492,154,NA,NA,"2023-03-15","16-17",66.6028925601016,216,"16-17","9-11"
"45545",170,"Ball St.","MAC",NA,107.524854140859,121,107.510786792356,245,0.500376157358821,NA,NA,-6.37325943716287,146,NA,NA,"2023-03-15","20-12",67.2699750949336,178,"20-12","11-7"
"45546",171,"Chattanooga","SC",NA,107.613035076599,119,107.678787666396,249,0.498243891274383,NA,NA,-11.0932013504971,237,NA,NA,"2023-03-15","18-17",68.1808590910729,135,"18-17","7-11"
"45547",172,"Lipscomb","ASun",NA,103.62977422902,189,103.711553870177,163,0.497732098368693,NA,NA,-7.23991627597271,157,NA,NA,"2023-03-15","20-13",69.3208563412377,78,"20-13","11-7"
"45548",173,"Cornell","Ivy",NA,110.146659912547,77,110.279446784757,296,0.496536197982283,NA,NA,-5.59196722113875,127,NA,NA,"2023-03-15","17-11",71.1373871154288,25,"17-11","7-7"
"45549",174,"Stetson","ASun",NA,112.277722493248,48,112.462434926305,332,0.495274253098739,NA,NA,-6.88372074345621,153,NA,NA,"2023-03-15","17-13",64.4918165170888,317,"17.6-13.4","12-6"
"45550",175,"North Carolina Central","MEAC",NA,100.210600279518,269,100.417882422263,94,0.494059583926303,NA,NA,-7.3931048215658,163,NA,NA,"2023-03-15","18-12",67.804093365147,156,"18-12","10-4"
"45551",176,"Saint Joseph's","A10",NA,104.211785718068,175,104.604188061377,177,0.489196396669714,NA,NA,-9.77013527112654,206,NA,NA,"2023-03-15","16-17",69.25352652321,79,"16-17","8-10"
"45552",177,"UNC Asheville","BSth",NA,102.656338415562,214,103.063669664816,145,0.488616794954515,NA,NA,-1.74033825995628,75,NA,NA,"2023-03-15","27-7",68.4566690072186,127,"27-8","16-2"
"45553",178,"Radford","BSth",NA,103.915171550758,180,104.525879846627,176,0.483159485793601,NA,NA,-8.41192235599399,182,NA,NA,"2023-03-15","19-14",64.6131518016841,312,"19.4-14.6","12-6"
"45554",179,"UTEP","CUSA",NA,99.5247805391346,278,100.158331112214,88,0.481764545685156,NA,NA,-10.4113383576552,228,NA,NA,"2023-03-15","14-18",66.812801302135,201,"14-18","7-13"
"45555",180,"Grambling St.","SWAC",NA,99.2472242600876,284,100.031000381808,86,0.477400114055213,NA,NA,-4.5541307793196,117,NA,NA,"2023-03-15","24-9",66.1342201186899,240,"24-9","15-3"
"45556",181,"Louisiana Tech","CUSA",NA,104.501378300499,165,105.407242891523,194,0.475205965814109,NA,NA,-9.76562919782358,205,NA,NA,"2023-03-15","15-18",66.6409186931807,213,"15-18","7-13"
"45557",182,"St. Bonaventure","A10",NA,100.605483538467,255,101.768818257774,118,0.466994224299336,NA,NA,-11.6071126181502,249,NA,NA,"2023-03-15","14-18",65.6562527729426,271,"14-18","8-10"
"45558",183,"Quinnipiac","MAAC",NA,103.802612904341,183,105.053241307984,186,0.465622923399248,NA,NA,-7.30951308138632,160,NA,NA,"2023-03-15","20-12",69.7690406428463,53,"20-12","11-9"
"45559",184,"East Carolina","Amer",NA,102.047050716793,225,103.346628343223,153,0.463681888474144,NA,NA,-7.59105612058196,165,NA,NA,"2023-03-15","16-17",67.5290415757184,167,"16-17","6-12"
"45560",185,"Texas A&M Corpus Chris","Slnd",NA,105.746060385941,151,107.133700360225,234,0.462588597230076,NA,NA,-5.93415173650137,137,NA,NA,"2023-03-15","24-10",69.1460840193711,87,"24-11","14-4"
"45561",186,"South Dakota St.","Sum",NA,103.896486935344,181,105.266810626861,192,0.462399720922966,NA,NA,-6.13003137252397,143,NA,NA,"2023-03-15","19-13",66.7667110263523,205,"19-13","13-5"
"45562",187,"St. Thomas","Sum",NA,106.55819970638,132,108.009529886363,256,0.46118482213388,NA,NA,-8.39917375738449,180,NA,NA,"2023-03-15","19-14",66.1311713277905,241,"19-14","9-9"
"45563",188,"Drexel","CAA",NA,100.278748542322,268,101.649650726532,116,0.461041485761609,NA,NA,-10.2287731456467,225,NA,NA,"2023-03-15","17-15",63.4737779104062,341,"17-15","10-8"
"45564",189,"Georgia Southern","SB",NA,100.194189602391,270,101.602799385432,113,0.459948439755957,NA,NA,-9.87827029267853,209,NA,NA,"2023-03-15","17-16",66.614384069392,214,"17-16","9-9"
"45565",190,"Buffalo","MAC",NA,103.624721588873,190,105.126870324861,189,0.45871724398018,NA,NA,-9.21343760881982,195,NA,NA,"2023-03-15","15-17",72.2915502067206,10,"15-17","9-9"
"45566",191,"Harvard","Ivy",NA,99.4476548741556,280,100.917453197633,101,0.457919321101312,NA,NA,-8.54660250609596,183,NA,NA,"2023-03-15","14-14",66.0400017404422,249,"14-14","5-9"
"45567",192,"Abilene Christian","WAC",NA,105.281255277539,159,106.876034952128,227,0.456883966010657,NA,NA,-9.962617046811,214,NA,NA,"2023-03-15","13-17",69.1604590167552,83,"13-17","5-11"
"45568",193,"Western Kentucky","CUSA",NA,103.465510142068,196,105.04100121658,185,0.456660765405353,NA,NA,-8.23288753649383,178,NA,NA,"2023-03-15","17-16",67.3687551405932,173,"17-16","8-12"
"45569",194,"Wright St.","Horz",NA,103.939092734496,179,105.651600320212,200,0.45315508602181,NA,NA,-10.8268013344482,235,NA,NA,"2023-03-15","18-15",71.3124754061983,22,"18-15","10-10"
"45570",195,"Texas St.","SB",NA,104.602088841971,163,106.354974798002,215,0.452365858644306,NA,NA,-11.9092314237835,254,NA,NA,"2023-03-15","16-19",63.6459844088581,339,"17-18","6-12"
"45571",196,"Pepperdine","WCC",NA,104.445995728475,168,106.239354171274,212,0.451210432137847,NA,NA,-12.6497970375818,266,NA,NA,"2023-03-15","9-22",72.2268844864604,11,"9-22","2-14"
"45572",197,"George Washington","A10",NA,109.198566937345,94,111.154056567497,314,0.449147495309654,NA,NA,-10.1045388930402,220,NA,NA,"2023-03-15","16-16",68.88268261895,97,"16-16","10-8"
"45573",198,"Old Dominion","SB",NA,101.629116966618,233,103.507778066799,160,0.447533391503703,NA,NA,-5.77366261189991,130,NA,NA,"2023-03-15","19-12",64.9779957076252,301,"19-12","11-7"
"45574",199,"Weber St.","BSky",NA,99.325448968417,282,101.171774716707,107,0.447245355072414,NA,NA,-8.12308906476145,174,NA,NA,"2023-03-15","18-15",65.0847245897561,297,"18-15","12-6"
"45575",200,"Morehead St.","OVC",NA,101.162864124987,245,103.098280718911,147,0.445730559796228,NA,NA,-6.49929711124956,148,NA,NA,"2023-03-15","22-11",63.6887620673872,336,"22-11","14-4"
"45576",201,"Navy","Pat",NA,101.490548526788,237,103.476331984287,158,0.444519843640242,NA,NA,-8.57427013470205,186,NA,NA,"2023-03-15","18-13",64.4733315050936,318,"18-13","11-7"
"45577",202,"Gardner Webb","BSth",NA,98.6105999367297,294,101.072329874521,105,0.429580517394136,NA,NA,-11.2507252493217,239,NA,NA,"2023-03-15","15-16",66.19944263985,235,"15-16","10-8"
"45578",203,"Florida Gulf Coast","ASun",NA,103.689035531424,187,106.393387987204,217,0.426513315440096,NA,NA,-8.57001685794103,185,NA,NA,"2023-03-15","17-15",66.3000971555484,228,"17-15","7-11"
"45579",204,"Queens","ASun",NA,106.171837944069,141,109.059927445588,275,0.423445697676375,NA,NA,-9.34456676157308,196,NA,NA,"2023-03-15","18-15",69.883455812401,48,"18-15","7-11"
"45580",205,"FIU","CUSA",NA,102.738284514587,213,105.533063713628,198,0.423443321398505,NA,NA,-10.8897584306436,236,NA,NA,"2023-03-15","14-18",70.0317944259106,42,"14-18","8-12"
"45581",206,"Georgetown","BE",NA,103.457548445209,197,106.445082336609,218,0.418878249554522,NA,NA,-12.7774563519577,271,NA,NA,"2023-03-15","7-25",68.8353018813529,100,"7-25","2-18"
"45582",207,"New Mexico St.","WAC",NA,103.711963847251,186,106.750779385256,225,0.417726353310679,NA,NA,-8.68060809616273,187,NA,NA,"2023-03-15","9-15",69.1514706205998,86,"9-15","2-10"
"45583",208,"Minnesota","B10",NA,101.99621543845,227,105.073144019641,188,0.415374342867687,NA,NA,-9.81484939125662,208,NA,NA,"2023-03-15","9-22",65.7026011085458,268,"9-22","2-17"
"45584",209,"Florida St.","ACC",NA,104.057470110525,177,107.244612859992,238,0.414123857309962,NA,NA,-12.1540300098105,258,NA,NA,"2023-03-15","9-23",68.8406736085828,99,"9-23","7-13"
"45585",210,"La Salle","A10",NA,103.735594864147,185,106.935103522681,228,0.413544025770638,NA,NA,-11.4788671360113,245,NA,NA,"2023-03-15","15-19",67.8047465313611,155,"15-19","7-11"
"45586",211,"Northern Arizona","BSky",NA,107.102924380556,127,110.466370785242,301,0.412027559025,NA,NA,-14.927234241626,303,NA,NA,"2023-03-15","12-23",66.8050227169406,202,"12-23","5-13"
"45587",212,"San Diego","WCC",NA,109.480368663837,91,112.951793791892,335,0.411205888110521,NA,NA,-11.8582384644237,252,NA,NA,"2023-03-15","11-20",68.7127984895485,113,"11-20","4-12"
"45588",213,"Northern Iowa","MVC",NA,102.968727191456,208,106.383517331022,216,0.407287219846245,NA,NA,-11.5100774513985,248,NA,NA,"2023-03-15","14-18",67.4225166139663,169,"14-18","9-11"
"45589",214,"South Carolina","SEC",NA,103.128615244171,205,106.578921300394,221,0.40650035090871,NA,NA,-9.46685335788414,198,NA,NA,"2023-03-15","11-21",64.3137577855238,324,"11-21","4-14"
"45590",215,"Howard","MEAC",NA,103.057440541578,207,106.507480965091,220,0.406445240928974,NA,NA,-7.24354629394709,158,NA,NA,"2023-03-15","22-12",68.9786906759787,94,"22.1-12.9","11-3"
"45591",216,"Oregon St.","P12",NA,98.713856187281,292,102.026747309126,121,0.406220634444514,NA,NA,-9.12254534435781,192,NA,NA,"2023-03-15","11-21",63.6068676353834,340,"11-21","5-15"
"45592",217,"Massachusetts","A10",NA,100.046073814821,272,103.490142296308,159,0.403904172328831,NA,NA,-9.18214073969472,193,NA,NA,"2023-03-15","15-16",70.6839115693138,31,"15-16","6-12"
"45593",218,"Bryant","AE",NA,103.288094219502,201,106.940683509208,229,0.401396345536774,NA,NA,-7.80460168299293,172,NA,NA,"2023-03-15","17-13",72.0952489196206,13,"17-13","8-8"
"45594",219,"Norfolk St.","MEAC",NA,105.648547308555,154,109.405794126571,283,0.400861367577181,NA,NA,-5.86298076093849,134,NA,NA,"2023-03-15","22-11",65.3305122779845,283,"22-11","9-5"
"45595",220,"Rider","MAAC",NA,104.919127114965,160,108.780668831466,269,0.397557228563447,NA,NA,-9.3548538369926,197,NA,NA,"2023-03-15","16-14",65.1448752987968,292,"16-14","13-7"
"45596",221,"Detroit","Horz",NA,109.642295339511,88,113.691993012077,342,0.397210339271268,NA,NA,-12.928020811733,273,NA,NA,"2023-03-15","14-19",67.1679771948553,183,"14-19","9-11"
"45597",222,"Mercer","SC",NA,98.7578591796882,291,102.501085074507,132,0.394645206987287,NA,NA,-13.8434930090533,289,NA,NA,"2023-03-15","14-19",64.5240700394802,316,"14-19","6-12"
